skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G11A-A-SYS3-01,A-11A-2,矩陣與方程組,三元聯立,三元消去法,以消去法解三元一次聯立,4
G11A-A-AUGMENT-01,A-11A-2,矩陣與方程組,三元聯立,增廣矩陣,以矩陣記錄消去步驟，不延伸rank理論,5
G11A-A-MATOPS-01,A-11A-3,矩陣與方程組,矩陣運算,矩陣加減與係數積,把矩陣視為資料表做基本運算,3
G11A-A-MATMUL-01,A-11A-3,矩陣與方程組,矩陣運算,矩陣乘法,理解維度條件與行列組合,4
G11A-A-INVERSE2-01,A-11A-3,矩陣與方程組,矩陣運算,二階反方陣,確切計算以2階為限,5
G11A-F-LINTRANS-01,F-11A-3,矩陣與方程組,矩陣應用,平面線性變換,以2×2矩陣描述平面線性變換,5
G11A-F-TRANSITION-01,F-11A-3,矩陣與方程組,矩陣應用,二階轉移方陣,以轉移矩陣描述簡單狀態演變,5
G11A-D-SUBJOBJ-01,D-11A-1,機率,機率觀點,主觀與客觀機率,依機率性質檢視主觀評估，從數據估客觀機率,3
G11A-D-COND-01,D-11A-2,機率,條件機率,條件機率,理解P(A|B)的樣本空間縮限,4
G11A-D-INDEP-01,D-11A-2,機率,條件機率,事件獨立,用P(A∩B)=P(A)P(B)判獨立,4
G11A-D-MULT-01,D-11A-3,機率,貝氏定理,條件機率乘法公式,使用P(A∩B)=P(B)P(A|B),4
G11A-D-BAYES-01,D-11A-3,機率,貝氏定理,貝氏定理,由先驗與條件資訊更新後驗機率,5
G11A-D-BAYES-APP-01,D-11A-3,機率,貝氏定理,診斷/分類情境,以樹狀圖或表格處理檢測與分類應用,5
