skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G10G-A-SYNTH-01,A-10-2,多項式,除法原理,綜合除法,除式限定x-a的綜合除法,4
G10G-A-XA-EXPAND-01,A-10-2 / F-10-2,多項式,局部表示,以(x-a)為基準重寫多項式,把多項式改寫成(x-a)的多項式以觀察局部特徵,5
G10G-F-FNOT-01,F-10-1,函數,函數符號,f(x)意義,由方程式表示過渡到函數輸入輸出符號,3
G10G-F-LINEAR-01,F-10-1,函數,一次函數,一次函數與平移,連結斜率與y=mx的平移圖形,3
G10G-F-SECTION-01,F-10-1,函數,分點公式,數線分點公式,內分點與一次內插,4
G10G-F-QUAD-COMPLETE-01,F-10-1,函數,二次函數,一般式配方,把ax²+bx+c化為a(x-h)²+k,4
G10G-F-QUAD-TRANS-01,F-10-1,函數,二次函數,圖形轉換,理解f(x-h)、f(-x)等圖形變換,4
G10G-F-QUAD-CLOSED-01,F-10-1,函數,二次函數,閉區間極值應用,比較頂點與端點求閉區間最大最小,5
G10G-F-CUBIC-SYM-01,F-10-2,函數,三次函數,三次函數對稱性,辨認點對稱及平移後中心,4
G10G-F-CUBIC-GLOBAL-01,F-10-2,函數,三次函數,大域特徵,由最高次項判斷兩端趨勢,4
G10G-F-CUBIC-LOCAL-01,F-10-2,函數,三次函數,局部近似,以(x-h)表示觀察x=h附近近似直線,5
G10G-F-POLY-INEQ-01,F-10-3,函數與不等式,多項式不等式,一次二次不等式,以符號表或圖形找解區間,4
G10G-F-POLY-INEQ-02,F-10-3,函數與不等式,多項式不等式,已分解高次不等式,以零點與符號變化求解,5
G10G-F-GRAPH-INEQ-01,F-10-3,函數與不等式,圖形連結,函數圖形與不等式,由圖形在x軸上下判解集,4
G10G-G-SYM-01,G-10-1,解析幾何,坐標對稱,坐標對稱,求點對x軸/y軸/y=x/原點對稱點,2
G10G-G-SLOPE-01,G-10-2,解析幾何,直線,斜率與斜角,理解斜率正負、大小與方向,3
G10G-G-LINE-POINTSLOPE-01,G-10-2,解析幾何,直線,點斜式,由一點一斜率建立直線,3
G10G-G-LINE-TWOPOINT-01,G-10-2,解析幾何,直線,兩點決定直線,由兩點求斜率與方程式,3
G10G-G-LINE-PARPERP-01,G-10-2,解析幾何,直線,平行與垂直,利用斜率關係建立方程式,4
G10G-G-POINTLINE-DIST-01,G-10-2,解析幾何,距離,點到直線距離,使用距離公式並連結面積推導,4
G10G-G-PARALLEL-DIST-01,G-10-2,解析幾何,距離,平行線距離,同標準式下比較常數項求距離,4
G10G-G-LINEAR-REGION-01,G-10-2,解析幾何,二元一次不等式,半平面,以測試點與邊界線描繪解區域,4
G10G-G-CIRCLE-EQ-01,G-10-3,解析幾何,圓,圓標準式,由圓心半徑寫方程式或由式讀幾何資訊,3
G10G-G-CIRCLE-CONV-01,G-10-3,解析幾何,圓,一般二次式配方成圓,在可化為圓的形式完成平方,4
G10G-G-LINECIRCLE-01,G-10-4,解析幾何,直線與圓,相交相切相離,用圓心到直線距離與半徑判定,4
G10G-G-TANGENT-01,G-10-4,解析幾何,直線與圓,圓切線,由切點半徑垂直切線建立方程式,5
G10G-G-ANGLE-01,G-10-5,三角比,廣義角,終邊與同界角,在初始-180°到360°範圍判終邊與方向,3
G10G-G-POLAR-01,G-10-5,三角比,極坐標,極坐標與直角坐標,"以操作理解(r,θ)並互換基本坐標",4
G10G-G-TRIG-01,G-10-6,三角比,廣義角三角比,sin cos tan定義,由單位/直角三角形與終邊坐標理解三角比,3
G10G-G-TRIG-SPECIAL-01,G-10-6,三角比,特殊角,特殊角三角比,熟悉0/30/45/60/90及相關廣義角值,3
G10G-G-TRIG-SIGN-01,G-10-6,三角比,廣義角,象限符號,依終邊象限判sin cos tan正負,3
G10G-G-SINE-LAW-01,G-10-7,三角比,三角形解法,正弦定理,用邊角對應解非直角三角形,4
G10G-G-COSINE-LAW-01,G-10-7,三角比,三角形解法,餘弦定理,用SAS/SSS求邊角,4
G10G-G-PROJECTION-01,G-10-7,三角比,正射影,正射影,以cos理解斜邊在方向上的投影,4
G10G-G-TRIG-MEASURE-01,G-10-7,三角比,應用,斜角與測量,利用反三角鍵求斜角/夾角並處理測量情境,5
G10G-N-REC-01,N-10-6,數列級數,遞迴,一階遞迴數列,由初值與遞迴式列出有限項,3
G10G-N-GEOSUM-01,N-10-6,數列級數,有限等比級數,有限等比級數求和,處理r≠1與r=1情況,4
G10G-N-SUMFORM-01,N-10-6,數列級數,求和,常用求和公式,Σ1、Σk、Σk²等基本求和結構,4
G10G-N-INDUCT-01,N-10-6,數列級數,數學歸納法,歸納法結構,理解基礎步與歸納步並證明簡單命題,5
G10G-N-EXP-EQ-APP-01,N-10-4 / N-10-6,數列級數,應用,a^x=b近似,以log與計算機估算指數型方程近似解,4
G10G-N-LOGIC-PROP-01,N-10-7,邏輯,命題,命題與否定,辨認命題並寫出否定,3
G10G-N-LOGIC-ANDOR-01,N-10-7,邏輯,命題,且與或,理解複合命題真值與語意,3
G10G-N-LOGIC-IMPLY-01,N-10-7,邏輯,推論,充分必要充要,判斷P⇒Q及充分/必要條件方向,4
G10G-D-SET-01,D-10-1,集合與計數機率,集合,集合表示與關係,列舉/描述、屬於與包含、子集,3
G10G-D-SETOP-01,D-10-1,集合與計數機率,集合,交聯餘集與文氏圖,以圖與符號執行集合運算,3
G10G-D-COUNT-ADD-01,D-10-3,集合與計數機率,計數,加法與乘法原理,拆情況或分步驟計數,3
G10G-D-COUNT-IE-01,D-10-3,集合與計數機率,計數,取捨原理,兩集合容斥及簡單三集合情況,4
G10G-D-PERM-01,D-10-3,集合與計數機率,排列,直線排列,無重複元素排列與限制型,4
G10G-D-COMB-01,D-10-3,集合與計數機率,組合,組合,"從選取觀點理解C(n,r)",4
G10G-D-BINOM-01,D-10-3,集合與計數機率,組合應用,二項式展開,以組合數作為二項式係數,4
G10G-D-PROB-SPACE-01,D-10-4,集合與計數機率,機率,樣本空間與事件,以集合表徵事件,3
G10G-D-PROB-COMP-01,D-10-4,集合與計數機率,機率,複合事件,用補事件、聯集交集處理古典機率,4
G10G-D-EXPECT-01,D-10-4,集合與計數機率,期望值,期望值,以結果×機率加總理解長期平均,4
G10G-D-STD-01,D-10-2,數據分析,一維數據,標準差,理解離均差平方平均的尺度與分散程度,4
G10G-D-PERCENTILE-01,D-10-2,數據分析,一維數據,百分位數,由排序資料定位百分位並解讀,4
G10G-D-SCATTER-01,D-10-2,數據分析,二維數據,散布圖,由散布型態判方向、強弱與異常點,3
G10G-D-CORR-01,D-10-2,數據分析,二維數據,相關係數,理解r介於-1與1及其方向/強度意義,4
G10G-D-STANDARDIZE-01,D-10-2,數據分析,標準化,z型標準化概念,把不同尺度轉為平均0、標準差1的相對位置,4
G10G-D-BESTFIT-01,D-10-2,數據分析,二維數據,最適直線,以殘差/平均中心概念判斷合理的趨勢直線,5
