micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G12B-N-INFGEOSER-01-P1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,標準程序,|r|<1時求和；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-INFGEOSER-01-V1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,多表徵轉換,|r|<1時求和；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-INFGEOSER-01-R1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,逆向驗證,|r|<1時求和；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-INFGEOSER-01-A1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,情境建模,|r|<1時求和；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-INFGEOSER-01-T1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,條件變形,|r|<1時求和；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-INFGEOSER-01-X1,G12B-N-INFGEOSER-01,N-12乙-2,複數與級數,無窮等比級數,無窮等比級數,跨主題整合,|r|<1時求和；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-C1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,概念與條件辨識,轉成無窮等比級數與分數；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-P1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,標準程序,轉成無窮等比級數與分數；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-V1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,多表徵轉換,轉成無窮等比級數與分數；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-R1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,逆向驗證,轉成無窮等比級數與分數；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-A1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,情境建模,轉成無窮等比級數與分數；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-T1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,條件變形,轉成無窮等比級數與分數；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-REPEATDEC-01-X1,G12B-N-REPEATDEC-01,N-12乙-2,複數與級數,無窮等比級數,循環小數,跨主題整合,轉成無窮等比級數與分數；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-C1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,概念與條件辨識,以有限/無窮求和表示資料與級數；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-P1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,標準程序,以有限/無窮求和表示資料與級數；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-V1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,多表徵轉換,以有限/無窮求和表示資料與級數；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-R1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,逆向驗證,以有限/無窮求和表示資料與級數；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-A1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,情境建模,以有限/無窮求和表示資料與級數；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-N-SIGMA-01-T1,G12B-N-SIGMA-01,N-12乙-2,複數與級數,Σ符號,Σ認識,條件變形,以有限/無窮求和表示資料與級數；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-C1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,概念與條件辨識,由一次不等式系畫可行區域；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-P1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,標準程序,由一次不等式系畫可行區域；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-V1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,多表徵轉換,由一次不等式系畫可行區域；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-R1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,逆向驗證,由一次不等式系畫可行區域；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-A1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,情境建模,由一次不等式系畫可行區域；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-T1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,條件變形,由一次不等式系畫可行區域；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-01-X1,G12B-A-LP-01,A-12乙-1,線性規劃,線性規劃,可行區域,跨主題整合,由一次不等式系畫可行區域；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-C1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,概念與條件辨識,以平行直線系理解一次目標函數；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-P1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,標準程序,以平行直線系理解一次目標函數；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-V1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,多表徵轉換,以平行直線系理解一次目標函數；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-R1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,逆向驗證,以平行直線系理解一次目標函數；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-A1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,情境建模,以平行直線系理解一次目標函數；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-T1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,條件變形,以平行直線系理解一次目標函數；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OBJ-01-X1,G12B-A-LP-OBJ-01,A-12乙-1,線性規劃,線性規劃,目標函數,跨主題整合,以平行直線系理解一次目標函數；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-C1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,概念與條件辨識,在多邊形可行域比較頂點求極值；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-P1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,標準程序,在多邊形可行域比較頂點求極值；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-V1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,多表徵轉換,在多邊形可行域比較頂點求極值；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-R1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,逆向驗證,在多邊形可行域比較頂點求極值；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-A1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,情境建模,在多邊形可行域比較頂點求極值；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-T1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,條件變形,在多邊形可行域比較頂點求極值；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-OPT-01-X1,G12B-A-LP-OPT-01,A-12乙-1,線性規劃,線性規劃,頂點法求最適值,跨主題整合,在多邊形可行域比較頂點求極值；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-C1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,概念與條件辨識,成本、產量、時間等線性限制建模；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-P1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,標準程序,成本、產量、時間等線性限制建模；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-V1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,多表徵轉換,成本、產量、時間等線性限制建模；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-R1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,逆向驗證,成本、產量、時間等線性限制建模；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-A1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,情境建模,成本、產量、時間等線性限制建模；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-T1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,條件變形,成本、產量、時間等線性限制建模；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-LP-APP-01-X1,G12B-A-LP-APP-01,A-12乙-1,線性規劃,應用,資源配置,跨主題整合,成本、產量、時間等線性限制建模；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-C1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,概念與條件辨識,解含虛根的實係數多項方程；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-P1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,標準程序,解含虛根的實係數多項方程；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-V1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,多表徵轉換,解含虛根的實係數多項方程；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-R1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,逆向驗證,解含虛根的實係數多項方程；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-A1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,情境建模,解含虛根的實係數多項方程；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-T1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,條件變形,解含虛根的實係數多項方程；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CROOT-01-X1,G12B-A-CROOT-01,A-12乙-2,複數與方程式,虛根,方程式虛根,跨主題整合,解含虛根的實係數多項方程；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-C1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,概念與條件辨識,理解多項式根數概念；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-P1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,標準程序,理解多項式根數概念；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-V1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,多表徵轉換,理解多項式根數概念；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-R1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,逆向驗證,理解多項式根數概念；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-A1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,情境建模,理解多項式根數概念；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-T1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,條件變形,理解多項式根數概念；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-FTA-01-X1,G12B-A-FTA-01,A-12乙-2,複數與方程式,虛根,代數基本定理,跨主題整合,理解多項式根數概念；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-C1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,概念與條件辨識,實係數多項式非實根成共軛對；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-P1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,標準程序,實係數多項式非實根成共軛對；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-V1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,多表徵轉換,實係數多項式非實根成共軛對；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-R1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,逆向驗證,實係數多項式非實根成共軛對；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-A1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,情境建模,實係數多項式非實根成共軛對；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-T1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,條件變形,實係數多項式非實根成共軛對；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-A-CONJROOT-01-X1,G12B-A-CONJROOT-01,A-12乙-2,複數與方程式,虛根,共軛根成對,跨主題整合,實係數多項式非實根成共軛對；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-C1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,概念與條件辨識,f±g與合成函數的基本操作；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-P1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,標準程序,f±g與合成函數的基本操作；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-V1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,多表徵轉換,f±g與合成函數的基本操作；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-R1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,逆向驗證,f±g與合成函數的基本操作；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-A1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,情境建模,f±g與合成函數的基本操作；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-FUNCOPS-01-T1,G12B-F-FUNCOPS-01,F-12乙-1,函數與微積分,函數,函數運算,條件變形,f±g與合成函數的基本操作；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-ODDEVEN-01-C1,G12B-F-ODDEVEN-01,F-12乙-1,函數與微積分,函數,奇偶性,概念與條件辨識,由f(-x)判奇偶與圖形對稱；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學乙,MathAI普高12年級選修語義分類
G12B-F-ODDEVEN-01-P1,G12B-F-ODDEVEN-01,F-12乙-1,函數與微積分,函數,奇偶性,標準程序,由f(-x)判奇偶與圖形對稱；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學乙,MathAI普高12年級選修語義分類
