micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G03-N-SUB4-01-V1,G03-N-SUB4-01,N-3-2,加減運算,四位數減法,直式與退位,表徵轉換,四位數直式減法並處理跨位退位；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-SUB4-01-A1,G03-N-SUB4-01,N-3-2,加減運算,四位數減法,直式與退位,情境應用,四位數直式減法並處理跨位退位；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-SUB4-01-R1,G03-N-SUB4-01,N-3-2,加減運算,四位數減法,直式與退位,逆向未知,四位數直式減法並處理跨位退位；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-C1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,概念辨識,從總量、差量、變化量判斷運算；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-M1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,操作建構,從總量、差量、變化量判斷運算；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-P1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,標準程序,從總量、差量、變化量判斷運算；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-V1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,表徵轉換,從總量、差量、變化量判斷運算；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-A1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,情境應用,從總量、差量、變化量判斷運算；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-APP-01-R1,G03-N-ADDSUB-APP-01,N-3-2,加減運算,四位數應用,加減文字題,逆向未知,從總量、差量、變化量判斷運算；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-C1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,概念辨識,利用互逆關係反推未知量；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-M1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,操作建構,利用互逆關係反推未知量；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-P1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,標準程序,利用互逆關係反推未知量；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-V1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,表徵轉換,利用互逆關係反推未知量；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-A1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,情境應用,利用互逆關係反推未知量；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-R1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,逆向未知,利用互逆關係反推未知量；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-ADDSUB-UNK-01-T1,G03-N-ADDSUB-UNK-01,N-3-2,加減運算,未知量,四位數加減缺項,條件變形,利用互逆關係反推未知量；第二層：加入餘數、0、跨表徵、多步驟或干擾資訊,進階變形,忽略限制條件、中間量或合理性,4,G3適齡,MathAI原創語義分類
G03-N-MUL2X1-01-C1,G03-N-MUL2X1-01,N-3-3,乘法,多位數乘一位數,二位數乘一位數,概念辨識,以直式與位值理解部分積；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-MUL2X1-01-M1,G03-N-MUL2X1-01,N-3-3,乘法,多位數乘一位數,二位數乘一位數,操作建構,以直式與位值理解部分積；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-MUL2X1-01-P1,G03-N-MUL2X1-01,N-3-3,乘法,多位數乘一位數,二位數乘一位數,標準程序,以直式與位值理解部分積；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-MUL2X1-01-V1,G03-N-MUL2X1-01,N-3-3,乘法,多位數乘一位數,二位數乘一位數,表徵轉換,以直式與位值理解部分積；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-MUL2X1-01-A1,G03-N-MUL2X1-01,N-3-3,乘法,多位數乘一位數,二位數乘一位數,情境應用,以直式與位值理解部分積；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-C1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,概念辨識,處理進位與含0乘法；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-M1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,操作建構,處理進位與含0乘法；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-P1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,標準程序,處理進位與含0乘法；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-V1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,表徵轉換,處理進位與含0乘法；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-A1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,情境應用,處理進位與含0乘法；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-MUL3X1-01-R1,G03-N-MUL3X1-01,N-3-3,乘法,多位數乘一位數,三位數乘一位數,逆向未知,處理進位與含0乘法；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-C1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,概念辨識,以接近整十/整百估算乘積合理性；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-M1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,操作建構,以接近整十/整百估算乘積合理性；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-P1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,標準程序,以接近整十/整百估算乘積合理性；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-V1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,表徵轉換,以接近整十/整百估算乘積合理性；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-A1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,情境應用,以接近整十/整百估算乘積合理性；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-MUL-EST-01-R1,G03-N-MUL-EST-01,N-3-3 / N-3-8,乘法,乘法估算,估算乘積,逆向未知,以接近整十/整百估算乘積合理性；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-C1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,概念辨識,辨識一單位量、幾倍、總量；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-M1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,操作建構,辨識一單位量、幾倍、總量；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-P1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,標準程序,辨識一單位量、幾倍、總量；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-V1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,表徵轉換,辨識一單位量、幾倍、總量；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-A1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,情境應用,辨識一單位量、幾倍、總量；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-MUL-APP-01-R1,G03-N-MUL-APP-01,N-3-6,乘法,乘法應用,倍數與總量,逆向未知,辨識一單位量、幾倍、總量；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-DIV-MEAN-01-C1,G03-N-DIV-MEAN-01,N-3-4,除法,除法概念,分裝與平分,概念辨識,把G2分裝平分轉為正式除法算式；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-DIV-MEAN-01-M1,G03-N-DIV-MEAN-01,N-3-4,除法,除法概念,分裝與平分,操作建構,把G2分裝平分轉為正式除法算式；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-DIV-MEAN-01-P1,G03-N-DIV-MEAN-01,N-3-4,除法,除法概念,分裝與平分,標準程序,把G2分裝平分轉為正式除法算式；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-DIV-MEAN-01-V1,G03-N-DIV-MEAN-01,N-3-4,除法,除法概念,分裝與平分,表徵轉換,把G2分裝平分轉為正式除法算式；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-DIV-MEAN-01-A1,G03-N-DIV-MEAN-01,N-3-4,除法,除法概念,分裝與平分,情境應用,把G2分裝平分轉為正式除法算式；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-C1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,概念辨識,理解餘數小於除數及情境意義；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-M1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,操作建構,理解餘數小於除數及情境意義；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-P1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,標準程序,理解餘數小於除數及情境意義；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-V1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,表徵轉換,理解餘數小於除數及情境意義；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-A1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,情境應用,理解餘數小於除數及情境意義；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-DIV-REM-01-R1,G03-N-DIV-REM-01,N-3-4,除法,除法概念,有餘數除法,逆向未知,理解餘數小於除數及情境意義；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-C1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,概念辨識,理解商的位值與直式流程；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-M1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,操作建構,理解商的位值與直式流程；第二層：以積木、分數圖、數線、尺、圓規、容器等操作建立概念,操作、圈選、排列、畫圖,只套算式，未建立量與表徵關係,1,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-P1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,標準程序,理解商的位值與直式流程；第二層：依標準程序完成直式、換算、測量、讀表,一至兩步標準題,直式位值、換算倍率或操作步驟錯誤,2,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-V1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,表徵轉換,理解商的位值與直式流程；第二層：在文字、圖像、數線、表格、算式與實物間轉換,看圖列式、補圖、數線定位,只會單一表徵，轉換時失去數量意義,3,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-A1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,情境應用,理解商的位值與直式流程；第二層：在購物、容量、時間、分組、測量等情境選擇方法,生活文字題,抓錯單位量、總量、份數或時間關係,3,G3適齡,MathAI原創語義分類
G03-N-DIV2X1-01-R1,G03-N-DIV2X1-01,N-3-5,除法,直式除法,二位數除一位數,逆向未知,理解商的位值與直式流程；第二層：由結果反求缺數、未知邊長、未知份數或未知量,缺項、驗算、反推,只會正向計算，不能用互逆關係,4,G3適齡,MathAI原創語義分類
G03-N-DIV3X1-01-C1,G03-N-DIV3X1-01,N-3-5,除法,直式除法,三位數除一位數,概念辨識,含逐位分與退位重組；第二層：辨認定義、位值、單位、圖形或數量角色,指認、配對、判斷,混淆核心定義、單位或角色,1,G3適齡,MathAI原創語義分類
